*******************************************************************
* Genome-wide Complex Trait Analysis (GCTA)
* version 1.93.2 beta Linux
* (C) 2010-present, Jian Yang, The University of Queensland
* Please report bugs to Jian Yang <jian.yang.qt@gmail.com>
*******************************************************************
Analysis started at 23:27:27 -03 on Wed Jun 09 2021.
Hostname: darwin

Accepted options:
--reml
--reml-alg 0
--reml-maxit 1000
--grm /scratch/genevol/users/lucas/V3/grmNAfr
--pheno /raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DQA1.txt
--covar /raid/genevol/users/lucas/heritability/02.GCTA/data/envir1.txt
--reml-est-fix
--out /raid/genevol/users/lucas/heritability/03.Heritability/Results/V3/HLA-DQA1/NAfrHLA-DQA11

Note: This is a multi-thread program. You could specify the number of threads by the --thread-num option to speed up the computation if there are multiple processors in your machine.

Reading IDs of the GRM from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.id].
358 IDs read from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.id].
Reading the GRM from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.bin].
GRM for 358 individuals are included from [/scratch/genevol/users/lucas/V3/grmNAfr.grm.bin].
Reading phenotypes from [/raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DQA1.txt].
Non-missing phenotypes of 358 individuals are included from [/raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DQA1.txt].
Reading discrete covariate(s) from [/raid/genevol/users/lucas/heritability/02.GCTA/data/envir1.txt].
2 discrete covariate(s) of 445 individuals are included from [/raid/genevol/users/lucas/heritability/02.GCTA/data/envir1.txt].

2 discrete variable(s) included as covariate(s).
358 individuals are in common in these files.

Performing  REML analysis ... (Note: may take hours depending on sample size).
358 observations, 8 fixed effect(s), and 2 variance component(s)(including residual variance).
Calculating prior values of variance components by EM-REML ...
Updated prior values: 24386.4 24333.6
logL: -2077.6
Running AI-REML algorithm ...
Iter.	logL	V(G)	V(e)	
135	-2078.26	48399.68248	0.04923	(1 component(s) constrained)
136	-2076.46	48413.69864	0.04923	(1 component(s) constrained)
137	-2076.96	48408.88596	0.04923	(1 component(s) constrained)
138	-2077.47	48401.77331	0.04923	(1 component(s) constrained)
139	-2077.66	48406.21857	0.04923	(1 component(s) constrained)
140	-2078.75	48396.01657	0.04923	(1 component(s) constrained)
141	-2077.89	48392.73978	0.04923	(1 component(s) constrained)
142	-2076.54	48397.71951	0.04923	(1 component(s) constrained)
143	-2076.98	48401.53405	0.04923	(1 component(s) constrained)
144	-2077.19	48405.81047	0.04923	(1 component(s) constrained)
145	-2076.72	48400.96189	0.04923	(1 component(s) constrained)
146	-2077.27	48392.69445	0.04923	(1 component(s) constrained)
147	-2077.69	48392.37657	0.04923	(1 component(s) constrained)
148	-2077.42	48402.86990	0.04923	(1 component(s) constrained)
149	-2077.73	48396.94095	0.04923	(1 component(s) constrained)
150	-2076.13	48409.21863	0.04923	(1 component(s) constrained)
151	-2076.54	48404.41769	0.04923	(1 component(s) constrained)
152	-2076.76	48406.10332	0.04923	(1 component(s) constrained)
153	-2076.57	48414.17542	0.04923	(1 component(s) constrained)
154	-2077.75	48392.24392	0.04923	(1 component(s) constrained)
155	-2076.69	48388.09405	0.04923	(1 component(s) constrained)
156	-2076.40	48392.58161	0.04923	(1 component(s) constrained)
157	-2076.78	48395.12134	0.04923	(1 component(s) constrained)
158	-2077.41	48399.28928	0.04923	(1 component(s) constrained)
159	-2076.44	48395.92213	0.04923	(1 component(s) constrained)
160	-2077.62	48390.37949	0.04923	(1 component(s) constrained)
161	-2077.22	48396.40836	0.04923	(1 component(s) constrained)
162	-2077.75	48394.37015	0.04923	(1 component(s) constrained)
163	-2077.07	48391.92363	0.04923	(1 component(s) constrained)
164	-2077.53	48403.47836	0.04923	(1 component(s) constrained)
165	-2076.01	48398.24827	0.04923	(1 component(s) constrained)
166	-2076.99	48398.38091	0.04923	(1 component(s) constrained)
167	-2077.26	48389.17967	0.04923	(1 component(s) constrained)
168	-2078.21	48393.54321	0.04923	(1 component(s) constrained)
169	-2076.29	48389.33498	0.04923	(1 component(s) constrained)
170	-2076.38	48391.86368	0.04923	(1 component(s) constrained)
171	-2077.76	48396.44494	0.04923	(1 component(s) constrained)
172	-2077.44	48397.59212	0.04923	(1 component(s) constrained)
173	-2076.90	48390.53108	0.04923	(1 component(s) constrained)
174	-2077.96	48393.20219	0.04923	(1 component(s) constrained)
175	-2077.17	48394.54695	0.04923	(1 component(s) constrained)
176	-2076.32	48390.01514	0.04923	(1 component(s) constrained)
177	-2078.30	48400.27485	0.04923	(1 component(s) constrained)
178	-2077.30	48405.54717	0.04923	(1 component(s) constrained)
179	-2077.66	48396.65300	0.04923	(1 component(s) constrained)
180	-2076.66	48401.85832	0.04923	(1 component(s) constrained)
181	-2077.17	48400.20118	0.04923	(1 component(s) constrained)
182	-2077.01	48413.78574	0.04923	(1 component(s) constrained)
183	-2077.20	48404.20699	0.04923	(1 component(s) constrained)
184	-2077.00	48395.85327	0.04923	(1 component(s) constrained)
185	-2076.32	48394.52615	0.04923	(1 component(s) constrained)
186	-2077.35	48405.35212	0.04923	(1 component(s) constrained)
187	-2077.87	48403.91719	0.04923	(1 component(s) constrained)
188	-2077.83	48402.61057	0.04923	(1 component(s) constrained)
189	-2078.55	48399.13044	0.04923	(1 component(s) constrained)
190	-2078.35	48389.55515	0.04923	(1 component(s) constrained)
191	-2076.47	48397.59435	0.04923	(1 component(s) constrained)
192	-2078.12	48396.50850	0.04923	(1 component(s) constrained)
193	-2077.89	48393.43163	0.04923	(1 component(s) constrained)
194	-2077.44	48403.81744	0.04923	(1 component(s) constrained)
195	-2077.25	48404.10731	0.04923	(1 component(s) constrained)
196	-2076.89	48401.22322	0.04923	(1 component(s) constrained)
197	-2076.21	48401.08561	0.04923	(1 component(s) constrained)
198	-2078.46	48401.15041	0.04923	(1 component(s) constrained)
199	-2077.31	48402.05200	0.04923	(1 component(s) constrained)
200	-2076.04	48399.17771	0.04923	(1 component(s) constrained)
201	-2077.27	48396.41391	0.04923	(1 component(s) constrained)
202	-2077.23	48395.17791	0.04923	(1 component(s) constrained)
203	-2076.63	48391.82990	0.04923	(1 component(s) constrained)
204	-2077.05	48404.69481	0.04923	(1 component(s) constrained)
205	-2076.61	48399.19257	0.04923	(1 component(s) constrained)
206	-2077.50	48396.33493	0.04923	(1 component(s) constrained)
207	-2075.34	48389.52466	0.04923	(1 component(s) constrained)
208	-2078.27	48389.31505	0.04923	(1 component(s) constrained)
209	-2076.88	48401.18472	0.04923	(1 component(s) constrained)
210	-2076.26	48398.70507	0.04923	(1 component(s) constrained)
211	-2077.34	48395.54958	0.04923	(1 component(s) constrained)
212	-2077.99	48399.02114	0.04923	(1 component(s) constrained)
213	-2078.15	48401.73921	0.04923	(1 component(s) constrained)
214	-2076.07	48399.40548	0.04923	(1 component(s) constrained)
215	-2076.81	48398.25539	0.04923	(1 component(s) constrained)
216	-2076.70	48403.35618	0.04923	(1 component(s) constrained)
217	-2077.67	48403.26848	0.04923	(1 component(s) constrained)
218	-2076.11	48387.04241	0.04923	(1 component(s) constrained)
219	-2075.65	48388.43953	0.04923	(1 component(s) constrained)
220	-2076.86	48398.46958	0.04923	(1 component(s) constrained)
221	-2077.55	48393.76210	0.04923	(1 component(s) constrained)
222	-2076.28	48389.98610	0.04923	(1 component(s) constrained)
223	-2076.37	48391.42128	0.04923	(1 component(s) constrained)
224	-2076.10	48397.26211	0.04923	(1 component(s) constrained)
225	-2077.49	48398.61290	0.04923	(1 component(s) constrained)
226	-2076.94	48395.91133	0.04923	(1 component(s) constrained)
227	-2077.43	48394.38359	0.04923	(1 component(s) constrained)
228	-2076.84	48391.20701	0.04923	(1 component(s) constrained)
229	-2077.31	48394.34277	0.04923	(1 component(s) constrained)
230	-2077.64	48410.49791	0.04923	(1 component(s) constrained)
231	-2077.17	48396.13967	0.04923	(1 component(s) constrained)
232	-2076.92	48396.57811	0.04923	(1 component(s) constrained)
233	-2078.35	48405.33370	0.04923	(1 component(s) constrained)
234	-2077.27	48399.46717	0.04923	(1 component(s) constrained)
235	-2077.51	48397.29909	0.04923	(1 component(s) constrained)
236	-2077.32	48405.21926	0.04923	(1 component(s) constrained)
237	-2077.14	48404.77505	0.04923	(1 component(s) constrained)
238	-2076.82	48385.56245	0.04923	(1 component(s) constrained)
239	-2076.84	48399.85788	0.04923	(1 component(s) constrained)
240	-2077.76	48394.09063	0.04923	(1 component(s) constrained)
241	-2076.81	48389.75868	0.04923	(1 component(s) constrained)
242	-2078.00	48392.64521	0.04923	(1 component(s) constrained)
243	-2077.71	48394.14694	0.04923	(1 component(s) constrained)
244	-2077.11	48396.64288	0.04923	(1 component(s) constrained)
245	-2076.88	48396.27799	0.04923	(1 component(s) constrained)
246	-2077.24	48409.70217	0.04923	(1 component(s) constrained)
247	-2077.97	48394.14947	0.04923	(1 component(s) constrained)
248	-2076.92	48395.06529	0.04923	(1 component(s) constrained)
249	-2077.31	48397.03599	0.04923	(1 component(s) constrained)
250	-2077.08	48395.48015	0.04923	(1 component(s) constrained)
251	-2076.34	48396.67945	0.04923	(1 component(s) constrained)
252	-2076.45	48393.11554	0.04923	(1 component(s) constrained)
253	-2077.05	48390.84885	0.04923	(1 component(s) constrained)
254	-2076.96	48386.48548	0.04923	(1 component(s) constrained)
255	-2076.23	48398.63238	0.04923	(1 component(s) constrained)
256	-2077.41	48388.18324	0.04923	(1 component(s) constrained)
257	-2077.87	48388.16920	0.04923	(1 component(s) constrained)
258	-2078.24	48401.24267	0.04923	(1 component(s) constrained)
259	-2077.73	48394.33556	0.04923	(1 component(s) constrained)
260	-2076.59	48398.83551	0.04923	(1 component(s) constrained)
261	-2077.89	48399.20096	0.04923	(1 component(s) constrained)
262	-2076.83	48396.49840	0.04923	(1 component(s) constrained)
263	-2078.18	48397.04322	0.04923	(1 component(s) constrained)
264	-2077.30	48389.24523	0.04923	(1 component(s) constrained)
265	-2077.08	48401.21039	0.04923	(1 component(s) constrained)
266	-2076.81	48398.53587	0.04923	(1 component(s) constrained)
267	-2076.11	48399.00618	0.04923	(1 component(s) constrained)
268	-2077.89	48400.01686	0.04923	(1 component(s) constrained)
269	-2077.87	48408.17851	0.04923	(1 component(s) constrained)
270	-2077.17	48398.09679	0.04923	(1 component(s) constrained)
271	-2077.38	48395.98713	0.04923	(1 component(s) constrained)
272	-2077.39	48400.17352	0.04923	(1 component(s) constrained)
273	-2077.60	48402.11087	0.04923	(1 component(s) constrained)
274	-2076.99	48384.57039	0.04923	(1 component(s) constrained)
275	-2075.90	48397.08017	0.04923	(1 component(s) constrained)
276	-2076.87	48393.03011	0.04923	(1 component(s) constrained)
277	-2076.47	48398.64296	0.04923	(1 component(s) constrained)
278	-2077.92	48399.32222	0.04923	(1 component(s) constrained)
279	-2077.49	48390.48747	0.04923	(1 component(s) constrained)
280	-2077.41	48402.58446	0.04923	(1 component(s) constrained)
281	-2076.92	48391.88589	0.04923	(1 component(s) constrained)
282	-2076.59	48412.57127	0.04923	(1 component(s) constrained)
283	-2077.12	48397.40851	0.04923	(1 component(s) constrained)
284	-2076.00	48391.98007	0.04923	(1 component(s) constrained)
285	-2077.40	48394.11516	0.04923	(1 component(s) constrained)
286	-2077.84	48403.99988	0.04923	(1 component(s) constrained)
287	-2076.59	48397.92352	0.04923	(1 component(s) constrained)
288	-2077.07	48397.57352	0.04923	(1 component(s) constrained)
289	-2077.96	48389.83680	0.04923	(1 component(s) constrained)
290	-2076.84	48396.13763	0.04923	(1 component(s) constrained)
291	-2077.91	48396.76490	0.04923	(1 component(s) constrained)
292	-2078.43	48404.00563	0.04923	(1 component(s) constrained)
293	-2077.49	48403.81123	0.04923	(1 component(s) constrained)
294	-2076.38	48394.09149	0.04923	(1 component(s) constrained)
295	-2075.77	48395.40636	0.04923	(1 component(s) constrained)
296	-2076.99	48406.83956	0.04923	(1 component(s) constrained)
297	-2076.38	48398.72771	0.04923	(1 component(s) constrained)
298	-2077.29	48398.68985	0.04923	(1 component(s) constrained)
299	-2076.23	48401.40180	0.04923	(1 component(s) constrained)
300	-2077.19	48397.77206	0.04923	(1 component(s) constrained)
301	-2077.98	48390.91856	0.04923	(1 component(s) constrained)
302	-2077.50	48391.46946	0.04923	(1 component(s) constrained)
303	-2076.64	48385.64863	0.04923	(1 component(s) constrained)
304	-2077.13	48391.51758	0.04923	(1 component(s) constrained)
305	-2077.78	48405.38235	0.04923	(1 component(s) constrained)
306	-2076.99	48394.81785	0.04923	(1 component(s) constrained)
307	-2077.60	48397.38828	0.04923	(1 component(s) constrained)
308	-2077.80	48399.40948	0.04923	(1 component(s) constrained)
309	-2076.42	48390.70013	0.04923	(1 component(s) constrained)
310	-2077.58	48393.45665	0.04923	(1 component(s) constrained)
311	-2077.42	48394.89983	0.04923	(1 component(s) constrained)
312	-2078.08	48390.74785	0.04923	(1 component(s) constrained)
313	-2076.93	48405.12525	0.04923	(1 component(s) constrained)
314	-2077.43	48402.39166	0.04923	(1 component(s) constrained)
315	-2077.10	48402.48249	0.04923	(1 component(s) constrained)
316	-2077.08	48400.66156	0.04923	(1 component(s) constrained)
317	-2077.66	48404.86101	0.04923	(1 component(s) constrained)
318	-2076.95	48388.87464	0.04923	(1 component(s) constrained)
319	-2077.20	48408.84970	0.04923	(1 component(s) constrained)
320	-2076.59	48395.65092	0.04923	(1 component(s) constrained)
321	-2076.79	48393.21504	0.04923	(1 component(s) constrained)
322	-2077.16	48409.52769	0.04923	(1 component(s) constrained)
323	-2077.62	48407.62797	0.04923	(1 component(s) constrained)
324	-2076.36	48398.03554	0.04923	(1 component(s) constrained)
325	-2078.17	48399.36035	0.04923	(1 component(s) constrained)
326	-2075.60	48391.37425	0.04923	(1 component(s) constrained)
327	-2076.67	48393.95773	0.04923	(1 component(s) constrained)
328	-2077.25	48402.76479	0.04923	(1 component(s) constrained)
329	-2078.03	48396.69720	0.04923	(1 component(s) constrained)
330	-2077.91	48386.96594	0.04923	(1 component(s) constrained)
331	-2077.32	48397.70237	0.04923	(1 component(s) constrained)
332	-2077.05	48388.28281	0.04923	(1 component(s) constrained)
333	-2076.82	48401.76910	0.04923	(1 component(s) constrained)
334	-2077.10	48387.90000	0.04923	(1 component(s) constrained)
335	-2076.96	48391.77129	0.04923	(1 component(s) constrained)
336	-2076.86	48397.66435	0.04923	(1 component(s) constrained)
337	-2077.02	48388.97600	0.04923	(1 component(s) constrained)
338	-2077.53	48392.62173	0.04923	(1 component(s) constrained)
339	-2076.65	48389.51427	0.04923	(1 component(s) constrained)
340	-2076.88	48396.82115	0.04923	(1 component(s) constrained)
341	-2077.37	48385.73088	0.04923	(1 component(s) constrained)
342	-2077.54	48393.61005	0.04923	(1 component(s) constrained)
343	-2078.56	48389.26534	0.04923	(1 component(s) constrained)
344	-2076.53	48396.19231	0.04923	(1 component(s) constrained)
345	-2076.84	48397.97463	0.04923	(1 component(s) constrained)
346	-2078.02	48398.98820	0.04923	(1 component(s) constrained)
347	-2077.73	48392.21737	0.04923	(1 component(s) constrained)
348	-2077.47	48401.52655	0.04923	(1 component(s) constrained)
349	-2077.75	48388.38972	0.04923	(1 component(s) constrained)
350	-2075.28	48395.92801	0.04923	(1 component(s) constrained)
351	-2076.55	48395.27931	0.04923	(1 component(s) constrained)
352	-2076.83	48402.62897	0.04923	(1 component(s) constrained)
353	-2078.86	48398.51394	0.04923	(1 component(s) constrained)
354	-2077.69	48402.29262	0.04923	(1 component(s) constrained)
355	-2076.75	48399.41435	0.04923	(1 component(s) constrained)
356	-2077.38	48400.14386	0.04923	(1 component(s) constrained)
357	-2075.70	48403.57062	0.04923	(1 component(s) constrained)
358	-2076.73	48404.61119	0.04923	(1 component(s) constrained)
359	-2076.41	48400.08289	0.04923	(1 component(s) constrained)
360	-2078.20	48404.71644	0.04923	(1 component(s) constrained)
361	-2077.70	48402.65827	0.04923	(1 component(s) constrained)
362	-2078.19	48391.87288	0.04923	(1 component(s) constrained)
363	-2076.29	48403.98367	0.04923	(1 component(s) constrained)
364	-2077.46	48401.94677	0.04923	(1 component(s) constrained)
365	-2078.06	48393.67461	0.04923	(1 component(s) constrained)
366	-2077.47	48397.52346	0.04923	(1 component(s) constrained)
367	-2076.20	48406.66660	0.04923	(1 component(s) constrained)
368	-2077.69	48405.32780	0.04923	(1 component(s) constrained)
369	-2077.05	48387.43605	0.04923	(1 component(s) constrained)
370	-2077.33	48409.01100	0.04923	(1 component(s) constrained)
371	-2077.88	48402.46801	0.04923	(1 component(s) constrained)
372	-2077.64	48387.51314	0.04923	(1 component(s) constrained)
373	-2077.19	48390.35432	0.04923	(1 component(s) constrained)
374	-2076.77	48397.99400	0.04923	(1 component(s) constrained)
375	-2076.68	48400.61817	0.04923	(1 component(s) constrained)
376	-2077.60	48403.87163	0.04923	(1 component(s) constrained)
377	-2076.85	48395.17898	0.04923	(1 component(s) constrained)
378	-2077.39	48399.94229	0.04923	(1 component(s) constrained)
379	-2076.76	48394.28703	0.04923	(1 component(s) constrained)
380	-2077.84	48399.94536	0.04923	(1 component(s) constrained)
381	-2077.01	48404.17931	0.04923	(1 component(s) constrained)
382	-2077.43	48388.01476	0.04923	(1 component(s) constrained)
383	-2078.46	48387.06424	0.04923	(1 component(s) constrained)
384	-2078.34	48402.70523	0.04923	(1 component(s) constrained)
385	-2077.73	48386.24725	0.04923	(1 component(s) constrained)
386	-2077.25	48404.18024	0.04923	(1 component(s) constrained)
387	-2077.14	48394.14490	0.04923	(1 component(s) constrained)
388	-2076.59	48392.49198	0.04923	(1 component(s) constrained)
