*******************************************************************
* Genome-wide Complex Trait Analysis (GCTA)
* version 1.93.2 beta Linux
* (C) 2010-present, Jian Yang, The University of Queensland
* Please report bugs to Jian Yang <jian.yang.qt@gmail.com>
*******************************************************************
Analysis started at 23:24:16 -03 on Wed Jun 09 2021.
Hostname: darwin

Accepted options:
--reml
--reml-alg 0
--reml-maxit 1000
--grm /scratch/genevol/users/lucas/V2/grmNAfr
--pheno /raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DQB1.txt
--covar /raid/genevol/users/lucas/heritability/02.GCTA/data/envir0.txt
--reml-est-fix
--out /raid/genevol/users/lucas/heritability/03.Heritability/Results/V2/HLA-DQB1/NAfrHLA-DQB10

Note: This is a multi-thread program. You could specify the number of threads by the --thread-num option to speed up the computation if there are multiple processors in your machine.

Reading IDs of the GRM from [/scratch/genevol/users/lucas/V2/grmNAfr.grm.id].
358 IDs read from [/scratch/genevol/users/lucas/V2/grmNAfr.grm.id].
Reading the GRM from [/scratch/genevol/users/lucas/V2/grmNAfr.grm.bin].
GRM for 358 individuals are included from [/scratch/genevol/users/lucas/V2/grmNAfr.grm.bin].
Reading phenotypes from [/raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DQB1.txt].
Non-missing phenotypes of 358 individuals are included from [/raid/genevol/users/lucas/heritability/02.GCTA/data/geneNAfrHLA-DQB1.txt].
Reading discrete covariate(s) from [/raid/genevol/users/lucas/heritability/02.GCTA/data/envir0.txt].
3 discrete covariate(s) of 445 individuals are included from [/raid/genevol/users/lucas/heritability/02.GCTA/data/envir0.txt].

3 discrete variable(s) included as covariate(s).
358 individuals are in common in these files.

Performing  REML analysis ... (Note: may take hours depending on sample size).
358 observations, 11 fixed effect(s), and 2 variance component(s)(including residual variance).
Calculating prior values of variance components by EM-REML ...
Updated prior values: 17196.6 17113.2
logL: -1987.94
Running AI-REML algorithm ...
Iter.	logL	V(G)	V(e)	
42	-1982.67	30059.69470	0.03841	(1 component(s) constrained)
43	-1983.49	30046.30918	0.03841	(1 component(s) constrained)
44	-1982.69	30053.94864	0.03841	(1 component(s) constrained)
45	-1983.07	30055.42672	0.03841	(1 component(s) constrained)
46	-1981.27	30065.71267	0.03841	(1 component(s) constrained)
47	-1982.39	30062.60500	0.03841	(1 component(s) constrained)
48	-1982.93	30061.41195	0.03841	(1 component(s) constrained)
49	-1982.88	30049.64569	0.03841	(1 component(s) constrained)
50	-1982.47	30055.25198	0.03841	(1 component(s) constrained)
51	-1981.64	30071.13762	0.03841	(1 component(s) constrained)
52	-1982.72	30054.69364	0.03841	(1 component(s) constrained)
53	-1980.41	30063.30704	0.03841	(1 component(s) constrained)
54	-1981.63	30061.66730	0.03841	(1 component(s) constrained)
55	-1981.50	30052.71903	0.03841	(1 component(s) constrained)
56	-1981.27	30071.11602	0.03841	(1 component(s) constrained)
57	-1984.10	30050.83434	0.03841	(1 component(s) constrained)
58	-1982.38	30066.68357	0.03841	(1 component(s) constrained)
59	-1982.26	30065.67103	0.03841	(1 component(s) constrained)
60	-1981.26	30039.88795	0.03841	(1 component(s) constrained)
61	-1982.15	30047.54759	0.03841	(1 component(s) constrained)
62	-1982.82	30062.49935	0.03841	(1 component(s) constrained)
63	-1982.34	30054.06770	0.03841	(1 component(s) constrained)
64	-1981.64	30067.99592	0.03841	(1 component(s) constrained)
65	-1983.06	30062.39669	0.03841	(1 component(s) constrained)
66	-1981.97	30062.09278	0.03841	(1 component(s) constrained)
67	-1981.55	30063.24721	0.03841	(1 component(s) constrained)
68	-1983.81	30060.27918	0.03841	(1 component(s) constrained)
69	-1984.63	30064.86558	0.03841	(1 component(s) constrained)
70	-1983.17	30060.41477	0.03841	(1 component(s) constrained)
71	-1981.41	30063.38688	0.03841	(1 component(s) constrained)
72	-1980.35	30061.49344	0.03841	(1 component(s) constrained)
73	-1982.48	30064.62999	0.03841	(1 component(s) constrained)
74	-1983.47	30068.09587	0.03841	(1 component(s) constrained)
75	-1983.75	30070.77993	0.03841	(1 component(s) constrained)
76	-1983.23	30059.91158	0.03841	(1 component(s) constrained)
77	-1981.22	30063.87988	0.03841	(1 component(s) constrained)
78	-1982.25	30063.79395	0.03841	(1 component(s) constrained)
79	-1982.04	30066.33288	0.03841	(1 component(s) constrained)
80	-1981.42	30062.64631	0.03841	(1 component(s) constrained)
81	-1982.08	30064.04758	0.03841	(1 component(s) constrained)
82	-1983.20	30071.97118	0.03841	(1 component(s) constrained)
83	-1981.70	30059.99374	0.03841	(1 component(s) constrained)
84	-1982.09	30060.96823	0.03841	(1 component(s) constrained)
85	-1982.80	30063.71967	0.03841	(1 component(s) constrained)
86	-1982.45	30062.21485	0.03841	(1 component(s) constrained)
87	-1981.70	30047.88073	0.03841	(1 component(s) constrained)
88	-1982.45	30058.71803	0.03841	(1 component(s) constrained)
89	-1981.24	30072.98593	0.03841	(1 component(s) constrained)
90	-1982.39	30071.58020	0.03841	(1 component(s) constrained)
91	-1980.78	30061.81561	0.03841	(1 component(s) constrained)
92	-1981.97	30057.15468	0.03841	(1 component(s) constrained)
93	-1983.06	30069.05004	0.03841	(1 component(s) constrained)
94	-1982.70	30070.04331	0.03841	(1 component(s) constrained)
95	-1980.91	30056.61211	0.03841	(1 component(s) constrained)
96	-1982.78	30056.52305	0.03841	(1 component(s) constrained)
97	-1981.59	30052.34428	0.03841	(1 component(s) constrained)
98	-1982.62	30056.26838	0.03841	(1 component(s) constrained)
99	-1981.80	30055.11249	0.03841	(1 component(s) constrained)
100	-1983.09	30064.29300	0.03841	(1 component(s) constrained)
101	-1981.06	30066.68678	0.03841	(1 component(s) constrained)
102	-1981.01	30063.04114	0.03841	(1 component(s) constrained)
103	-1981.24	30065.99448	0.03841	(1 component(s) constrained)
104	-1982.05	30061.99451	0.03841	(1 component(s) constrained)
105	-1982.52	30053.66265	0.03841	(1 component(s) constrained)
106	-1982.74	30065.00042	0.03841	(1 component(s) constrained)
107	-1984.44	30065.45881	0.03841	(1 component(s) constrained)
108	-1981.40	30056.07541	0.03841	(1 component(s) constrained)
109	-1981.96	30058.74482	0.03841	(1 component(s) constrained)
110	-1982.38	30056.97413	0.03841	(1 component(s) constrained)
111	-1981.16	30055.51427	0.03841	(1 component(s) constrained)
112	-1983.53	30060.03279	0.03841	(1 component(s) constrained)
113	-1982.41	30051.72235	0.03841	(1 component(s) constrained)
114	-1981.85	30052.85103	0.03841	(1 component(s) constrained)
115	-1980.99	30068.04036	0.03841	(1 component(s) constrained)
116	-1982.42	30064.65680	0.03841	(1 component(s) constrained)
117	-1980.82	30071.35540	0.03841	(1 component(s) constrained)
118	-1982.21	30072.56395	0.03841	(1 component(s) constrained)
119	-1983.43	30060.07875	0.03841	(1 component(s) constrained)
120	-1982.37	30061.01394	0.03841	(1 component(s) constrained)
121	-1982.60	30059.81094	0.03841	(1 component(s) constrained)
122	-1981.73	30064.45156	0.03841	(1 component(s) constrained)
123	-1979.80	30067.12120	0.03841	(1 component(s) constrained)
124	-1983.69	30068.05119	0.03841	(1 component(s) constrained)
125	-1982.59	30058.18492	0.03841	(1 component(s) constrained)
126	-1982.33	30059.42489	0.03841	(1 component(s) constrained)
127	-1982.12	30059.28747	0.03841	(1 component(s) constrained)
128	-1981.50	30066.54717	0.03841	(1 component(s) constrained)
129	-1984.94	30064.79697	0.03841	(1 component(s) constrained)
130	-1982.90	30057.44865	0.03841	(1 component(s) constrained)
131	-1981.98	30057.58961	0.03841	(1 component(s) constrained)
132	-1979.78	30065.43612	0.03841	(1 component(s) constrained)
133	-1980.75	30063.76098	0.03841	(1 component(s) constrained)
134	-1982.53	30049.87349	0.03841	(1 component(s) constrained)
135	-1981.87	30072.46935	0.03841	(1 component(s) constrained)
136	-1982.14	30062.77799	0.03841	(1 component(s) constrained)
137	-1983.14	30046.84886	0.03841	(1 component(s) constrained)
138	-1982.69	30064.18077	0.03841	(1 component(s) constrained)
139	-1982.98	30068.29849	0.03841	(1 component(s) constrained)
140	-1980.70	30053.07478	0.03841	(1 component(s) constrained)
141	-1982.30	30052.50223	0.03841	(1 component(s) constrained)
142	-1981.04	30063.99817	0.03841	(1 component(s) constrained)
143	-1983.85	30061.62050	0.03841	(1 component(s) constrained)
144	-1982.71	30064.53294	0.03841	(1 component(s) constrained)
145	-1982.82	30061.96455	0.03841	(1 component(s) constrained)
146	-1981.18	30069.51188	0.03841	(1 component(s) constrained)
147	-1981.50	30068.65209	0.03841	(1 component(s) constrained)
148	-1984.42	30057.57964	0.03841	(1 component(s) constrained)
149	-1982.64	30059.03155	0.03841	(1 component(s) constrained)
150	-1981.84	30055.60863	0.03841	(1 component(s) constrained)
151	-1981.55	30059.17079	0.03841	(1 component(s) constrained)
152	-1982.84	30047.59413	0.03841	(1 component(s) constrained)
153	-1982.25	30067.86381	0.03841	(1 component(s) constrained)
154	-1980.84	30060.02721	0.03841	(1 component(s) constrained)
155	-1981.58	30060.07961	0.03841	(1 component(s) constrained)
156	-1981.21	30055.72774	0.03841	(1 component(s) constrained)
157	-1982.77	30059.32590	0.03841	(1 component(s) constrained)
158	-1981.77	30068.54482	0.03841	(1 component(s) constrained)
159	-1980.25	30067.87593	0.03841	(1 component(s) constrained)
160	-1983.12	30062.16636	0.03841	(1 component(s) constrained)
161	-1984.29	30065.52478	0.03841	(1 component(s) constrained)
162	-1983.10	30054.68215	0.03841	(1 component(s) constrained)
163	-1981.71	30050.90102	0.03841	(1 component(s) constrained)
164	-1982.60	30056.43597	0.03841	(1 component(s) constrained)
165	-1982.77	30065.78241	0.03841	(1 component(s) constrained)
166	-1981.14	30063.93801	0.03841	(1 component(s) constrained)
167	-1982.37	30067.26808	0.03841	(1 component(s) constrained)
168	-1981.87	30059.29408	0.03841	(1 component(s) constrained)
169	-1981.21	30054.84834	0.03841	(1 component(s) constrained)
170	-1981.68	30059.73637	0.03841	(1 component(s) constrained)
171	-1983.34	30066.68006	0.03841	(1 component(s) constrained)
172	-1980.29	30064.42685	0.03841	(1 component(s) constrained)
173	-1982.62	30065.05029	0.03841	(1 component(s) constrained)
174	-1982.25	30070.55003	0.03841	(1 component(s) constrained)
175	-1983.29	30065.62231	0.03841	(1 component(s) constrained)
176	-1983.07	30069.37003	0.03841	(1 component(s) constrained)
177	-1982.95	30051.96188	0.03841	(1 component(s) constrained)
178	-1982.68	30065.66459	0.03841	(1 component(s) constrained)
179	-1980.23	30069.50431	0.03841	(1 component(s) constrained)
180	-1981.48	30069.13313	0.03841	(1 component(s) constrained)
181	-1982.50	30064.59022	0.03841	(1 component(s) constrained)
182	-1979.89	30066.03128	0.03841	(1 component(s) constrained)
183	-1980.98	30067.17310	0.03841	(1 component(s) constrained)
184	-1982.23	30063.31160	0.03841	(1 component(s) constrained)
185	-1982.06	30056.91926	0.03841	(1 component(s) constrained)
186	-1982.39	30054.16075	0.03841	(1 component(s) constrained)
187	-1982.43	30055.77330	0.03841	(1 component(s) constrained)
188	-1983.63	30063.66332	0.03841	(1 component(s) constrained)
189	-1981.15	30063.15725	0.03841	(1 component(s) constrained)
190	-1984.66	30064.25446	0.03841	(1 component(s) constrained)
191	-1982.59	30060.51782	0.03841	(1 component(s) constrained)
192	-1983.88	30058.51538	0.03841	(1 component(s) constrained)
193	-1982.41	30053.88521	0.03841	(1 component(s) constrained)
194	-1983.75	30056.98390	0.03841	(1 component(s) constrained)
195	-1981.61	30056.16970	0.03841	(1 component(s) constrained)
196	-1983.83	30055.45658	0.03841	(1 component(s) constrained)
197	-1981.02	30060.65233	0.03841	(1 component(s) constrained)
198	-1982.50	30064.10758	0.03841	(1 component(s) constrained)
199	-1984.99	30062.92299	0.03841	(1 component(s) constrained)
200	-1983.91	30059.96389	0.03841	(1 component(s) constrained)
201	-1981.64	30061.27388	0.03841	(1 component(s) constrained)
202	-1981.22	30060.75414	0.03841	(1 component(s) constrained)
203	-1980.68	30059.58546	0.03841	(1 component(s) constrained)
204	-1982.14	30056.26172	0.03841	(1 component(s) constrained)
205	-1983.69	30048.68013	0.03841	(1 component(s) constrained)
206	-1981.80	30068.04764	0.03841	(1 component(s) constrained)
207	-1982.17	30064.37317	0.03841	(1 component(s) constrained)
208	-1982.88	30051.92231	0.03841	(1 component(s) constrained)
209	-1981.58	30058.77726	0.03841	(1 component(s) constrained)
210	-1983.11	30056.87406	0.03841	(1 component(s) constrained)
211	-1980.90	30060.05311	0.03841	(1 component(s) constrained)
212	-1980.06	30060.61100	0.03841	(1 component(s) constrained)
213	-1981.22	30063.82506	0.03841	(1 component(s) constrained)
214	-1980.75	30057.98062	0.03841	(1 component(s) constrained)
215	-1982.01	30067.53224	0.03841	(1 component(s) constrained)
216	-1983.45	30055.16656	0.03841	(1 component(s) constrained)
217	-1983.40	30067.28985	0.03841	(1 component(s) constrained)
218	-1980.79	30063.02112	0.03841	(1 component(s) constrained)
219	-1981.54	30063.13899	0.03841	(1 component(s) constrained)
220	-1981.64	30055.45624	0.03841	(1 component(s) constrained)
221	-1983.24	30065.59344	0.03841	(1 component(s) constrained)
222	-1983.23	30057.35317	0.03841	(1 component(s) constrained)
223	-1981.21	30053.21248	0.03841	(1 component(s) constrained)
224	-1982.91	30057.38774	0.03841	(1 component(s) constrained)
225	-1980.79	30053.26592	0.03841	(1 component(s) constrained)
226	-1980.70	30058.06968	0.03841	(1 component(s) constrained)
227	-1982.89	30062.96672	0.03841	(1 component(s) constrained)
228	-1982.44	30056.57576	0.03841	(1 component(s) constrained)
229	-1980.44	30056.19940	0.03841	(1 component(s) constrained)
230	-1982.87	30057.07523	0.03841	(1 component(s) constrained)
231	-1982.94	30061.24220	0.03841	(1 component(s) constrained)
232	-1981.47	30057.08712	0.03841	(1 component(s) constrained)
233	-1983.12	30061.55236	0.03841	(1 component(s) constrained)
234	-1982.10	30071.98905	0.03841	(1 component(s) constrained)
235	-1980.71	30067.05830	0.03841	(1 component(s) constrained)
236	-1980.49	30065.00307	0.03841	(1 component(s) constrained)
237	-1981.36	30055.61652	0.03841	(1 component(s) constrained)
238	-1981.04	30054.70386	0.03841	(1 component(s) constrained)
239	-1983.75	30064.41849	0.03841	(1 component(s) constrained)
240	-1984.11	30056.08121	0.03841	(1 component(s) constrained)
241	-1980.47	30055.44279	0.03841	(1 component(s) constrained)
242	-1982.40	30054.47273	0.03841	(1 component(s) constrained)
243	-1983.98	30065.05739	0.03841	(1 component(s) constrained)
244	-1981.52	30061.59277	0.03841	(1 component(s) constrained)
245	-1980.22	30062.81300	0.03841	(1 component(s) constrained)
246	-1981.89	30060.92715	0.03841	(1 component(s) constrained)
247	-1980.66	30069.23097	0.03841	(1 component(s) constrained)
248	-1981.85	30068.19719	0.03841	(1 component(s) constrained)
249	-1982.16	30048.63396	0.03841	(1 component(s) constrained)
250	-1982.89	30055.18081	0.03841	(1 component(s) constrained)
251	-1982.15	30056.97377	0.03841	(1 component(s) constrained)
252	-1983.14	30071.59727	0.03841	(1 component(s) constrained)
253	-1982.79	30067.66426	0.03841	(1 component(s) constrained)
254	-1982.83	30054.82568	0.03841	(1 component(s) constrained)
255	-1981.92	30051.17224	0.03841	(1 component(s) constrained)
256	-1982.66	30054.57889	0.03841	(1 component(s) constrained)
257	-1982.94	30057.68536	0.03841	(1 component(s) constrained)
258	-1983.65	30062.52441	0.03841	(1 component(s) constrained)
259	-1982.89	30067.77048	0.03841	(1 component(s) constrained)
260	-1982.92	30056.57554	0.03841	(1 component(s) constrained)
261	-1981.79	30056.63681	0.03841	(1 component(s) constrained)
262	-1983.45	30059.03353	0.03841	(1 component(s) constrained)
263	-1980.35	30060.66430	0.03841	(1 component(s) constrained)
264	-1981.73	30059.81075	0.03841	(1 component(s) constrained)
265	-1982.18	30068.14034	0.03841	(1 component(s) constrained)
266	-1982.07	30080.30749	0.03841	(1 component(s) constrained)
267	-1982.02	30062.18415	0.03841	(1 component(s) constrained)
268	-1982.55	30062.73932	0.03841	(1 component(s) constrained)
269	-1981.95	30055.07498	0.03841	(1 component(s) constrained)
270	-1981.27	30053.96836	0.03841	(1 component(s) constrained)
271	-1982.31	30055.14992	0.03841	(1 component(s) constrained)
272	-1984.03	30065.69413	0.03841	(1 component(s) constrained)
273	-1983.12	30066.62874	0.03841	(1 component(s) constrained)
274	-1980.74	30061.86281	0.03841	(1 component(s) constrained)
275	-1981.47	30060.98727	0.03841	(1 component(s) constrained)
276	-1981.33	30059.59710	0.03841	(1 component(s) constrained)
277	-1983.16	30066.62990	0.03841	(1 component(s) constrained)
278	-1981.65	30062.96152	0.03841	(1 component(s) constrained)
279	-1982.34	30062.32688	0.03841	(1 component(s) constrained)
280	-1981.66	30065.64047	0.03841	(1 component(s) constrained)
281	-1981.89	30053.41833	0.03841	(1 component(s) constrained)
282	-1981.87	30074.12888	0.03841	(1 component(s) constrained)
283	-1982.95	30053.00361	0.03841	(1 component(s) constrained)
284	-1984.48	30057.70137	0.03841	(1 component(s) constrained)
285	-1982.58	30069.74555	0.03841	(1 component(s) constrained)
286	-1981.36	30065.69393	0.03841	(1 component(s) constrained)
287	-1982.52	30063.43540	0.03841	(1 component(s) constrained)
288	-1982.44	30053.87066	0.03841	(1 component(s) constrained)
289	-1982.40	30060.20363	0.03841	(1 component(s) constrained)
290	-1982.57	30055.77514	0.03841	(1 component(s) constrained)
291	-1980.78	30061.31885	0.03841	(1 component(s) constrained)
292	-1981.57	30060.24765	0.03841	(1 component(s) constrained)
293	-1982.10	30074.86036	0.03841	(1 component(s) constrained)
294	-1981.86	30057.70142	0.03841	(1 component(s) constrained)
295	-1981.71	30059.07005	0.03841	(1 component(s) constrained)
296	-1982.27	30071.15232	0.03841	(1 component(s) constrained)
297	-1982.05	30063.99427	0.03841	(1 component(s) constrained)
298	-1981.20	30058.59068	0.03841	(1 component(s) constrained)
299	-1980.51	30064.16535	0.03841	(1 component(s) constrained)
300	-1983.57	30058.76054	0.03841	(1 component(s) constrained)
301	-1982.24	30075.42164	0.03841	(1 component(s) constrained)
302	-1980.63	30073.31536	0.03841	(1 component(s) constrained)
303	-1981.80	30069.70692	0.03841	(1 component(s) constrained)
304	-1981.74	30056.58806	0.03841	(1 component(s) constrained)
305	-1982.90	30063.84156	0.03841	(1 component(s) constrained)
306	-1982.51	30062.77595	0.03841	(1 component(s) constrained)
307	-1981.55	30053.96695	0.03841	(1 component(s) constrained)
308	-1981.17	30076.25023	0.03841	(1 component(s) constrained)
309	-1981.57	30042.78178	0.03841	(1 component(s) constrained)
310	-1982.80	30067.26820	0.03841	(1 component(s) constrained)
311	-1981.06	30058.94567	0.03841	(1 component(s) constrained)
312	-1982.78	30059.94389	0.03841	(1 component(s) constrained)
313	-1984.69	30058.99457	0.03841	(1 component(s) constrained)
314	-1982.12	30058.96215	0.03841	(1 component(s) constrained)
315	-1980.86	30059.60433	0.03841	(1 component(s) constrained)
316	-1982.05	30060.10969	0.03841	(1 component(s) constrained)
317	-1982.26	30055.31916	0.03841	(1 component(s) constrained)
318	-1980.96	30051.79424	0.03841	(1 component(s) constrained)
319	-1980.17	30055.07031	0.03841	(1 component(s) constrained)
320	-1979.84	30063.13922	0.03841	(1 component(s) constrained)
321	-1983.29	30066.04211	0.03841	(1 component(s) constrained)
322	-1982.48	30082.33742	0.03841	(1 component(s) constrained)
323	-1981.14	30052.32613	0.03841	(1 component(s) constrained)
324	-1981.96	30055.01224	0.03841	(1 component(s) constrained)
325	-1980.82	30072.06113	0.03841	(1 component(s) constrained)
326	-1981.94	30071.53856	0.03841	(1 component(s) constrained)
327	-1981.60	30061.67679	0.03841	(1 component(s) constrained)
328	-1981.37	30055.51759	0.03841	(1 component(s) constrained)
329	-1979.95	30055.77349	0.03841	(1 component(s) constrained)
330	-1983.42	30055.41035	0.03841	(1 component(s) constrained)
331	-1981.57	30066.89112	0.03841	(1 component(s) constrained)
332	-1982.74	30062.25219	0.03841	(1 component(s) constrained)
333	-1982.46	30059.76091	0.03841	(1 component(s) constrained)
334	-1981.82	30059.06206	0.03841	(1 component(s) constrained)
335	-1982.03	30060.05860	0.03841	(1 component(s) constrained)
336	-1982.49	30071.66470	0.03841	(1 component(s) constrained)
337	-1980.79	30066.75590	0.03841	(1 component(s) constrained)
338	-1980.49	30066.06004	0.03841	(1 component(s) constrained)
339	-1982.55	30069.73913	0.03841	(1 component(s) constrained)
340	-1981.29	30050.27096	0.03841	(1 component(s) constrained)
341	-1981.67	30055.37589	0.03841	(1 component(s) constrained)
342	-1981.30	30059.23711	0.03841	(1 component(s) constrained)
343	-1982.26	30059.70346	0.03841	(1 component(s) constrained)
344	-1983.33	30067.56877	0.03841	(1 component(s) constrained)
345	-1982.93	30057.07360	0.03841	(1 component(s) constrained)
346	-1981.67	30064.43353	0.03841	(1 component(s) constrained)
347	-1982.07	30061.71565	0.03841	(1 component(s) constrained)
348	-1981.58	30056.62517	0.03841	(1 component(s) constrained)
349	-1982.64	30055.32643	0.03841	(1 component(s) constrained)
350	-1982.22	30056.63890	0.03841	(1 component(s) constrained)
351	-1983.49	30053.54638	0.03841	(1 component(s) constrained)
352	-1982.72	30072.10682	0.03841	(1 component(s) constrained)
353	-1981.59	30065.67325	0.03841	(1 component(s) constrained)
354	-1980.82	30064.65507	0.03841	(1 component(s) constrained)
355	-1985.23	30064.39340	0.03841	(1 component(s) constrained)
356	-1982.25	30065.87809	0.03841	(1 component(s) constrained)
357	-1979.76	30065.21065	0.03841	(1 component(s) constrained)
358	-1980.39	30064.40111	0.03841	(1 component(s) constrained)
359	-1983.22	30062.13217	0.03841	(1 component(s) constrained)
360	-1983.78	30067.82139	0.03841	(1 component(s) constrained)
361	-1982.29	30054.78619	0.03841	(1 component(s) constrained)
362	-1982.65	30058.75559	0.03841	(1 component(s) constrained)
363	-1983.45	30061.59148	0.03841	(1 component(s) constrained)
364	-1982.49	30048.56852	0.03841	(1 component(s) constrained)
365	-1981.45	30062.82283	0.03841	(1 component(s) constrained)
366	-1981.83	30067.36319	0.03841	(1 component(s) constrained)
367	-1982.33	30060.14582	0.03841	(1 component(s) constrained)
368	-1982.81	30072.51628	0.03841	(1 component(s) constrained)
369	-1982.15	30072.19371	0.03841	(1 component(s) constrained)
370	-1983.93	30065.26273	0.03841	(1 component(s) constrained)
371	-1983.06	30064.16859	0.03841	(1 component(s) constrained)
372	-1980.86	30061.65098	0.03841	(1 component(s) constrained)
373	-1982.55	30063.23256	0.03841	(1 component(s) constrained)
374	-1982.02	30062.46241	0.03841	(1 component(s) constrained)
375	-1984.07	30049.13618	0.03841	(1 component(s) constrained)
376	-1979.50	30066.11759	0.03841	(1 component(s) constrained)
377	-1981.71	30063.03099	0.03841	(1 component(s) constrained)
378	-1982.16	30061.74322	0.03841	(1 component(s) constrained)
379	-1982.61	30054.83310	0.03841	(1 component(s) constrained)
380	-1981.57	30059.29815	0.03841	(1 component(s) constrained)
381	-1982.79	30058.93564	0.03841	(1 component(s) constrained)
382	-1983.15	30068.45766	0.03841	(1 component(s) constrained)
383	-1983.70	30058.30328	0.03841	(1 component(s) constrained)
384	-1982.18	30076.25310	0.03841	(1 component(s) constrained)
385	-1982.95	30071.73058	0.03841	(1 component(s) constrained)
386	-1983.17	30066.69128	0.03841	(1 component(s) constrained)
387	-1982.26	30053.75407	0.03841	(1 component(s) constrained)
388	-1980.54	30055.59635	0.03841	(1 component(s) constrained)
